RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
7016870,바삭바삭한 연근 칩 만들기,연근칩,25288712,나잉쿡,565,0,1,굽기,다이어트,채소류,과자,연근 칩은 만들기도 쉽고 건강에도 좋아 어른 아이 간식으로 너무 좋아요. 따뜻한 성질이라 냉증이 있는 사람들은 연근 차로 마셔주면 좋아요.,[재료] 연근 1 개 ,2인분,아무나,30분이내,20240101223019,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/01/00935cf1145b8e9042eb5e17d24222471.jpg
7016871,싱싱한 생새우를 페트병과 설탕으로 오랜기간 보관하는 방법,생새우보관법,25288712,나잉쿡,2964,0,0,기타,기타,해물류,기타,새우를 저처럼 냉동하면 ❄️생새우처럼 아주 싱싱하고 영양적으로도 식감에도 변화가 없어요. 9~11월쯤 대하철이 되면 수산시장에서 저렴한 가격으로 대하를 구매해 필요할때마다 꺼내어 요리에 사용하면 되요.,[재료] 생새우 1 박스 | 설탕  조금 ,6인분이상,아무나,15분이내,20240101223419,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/01/47f23b4367588da7fd265a53763b740f1.png
7016872,상큼함이 살아있는 요거트드레싱 만들기 & 새우샐러드 만들기,새우샐러드,kkokkobook,꼬꼬부기,1684,0,6,기타,기타,채소류,샐러드,저는 종종 집에서 샐러드를 만들어 먹는데요. 그때 그때 간편하게 샐러드드레싱도 만들어 먹는 편이에요. 오늘은 상큼한 맛이 매력적인 요거트를 활용해 요거트드레싱 만들기를 해보았는데요. 드레싱을 곁들인 새우샐러드 만드는 방법도 알려드릴게요.,[새우 샐러드] 양상추 3 장 | 냉동새우 6 마리 | 올리브오일  조금 | 허브솔트  조금 | 블루베리 2 줌 | 방울토마토 5 개 | 마카다미아 1 줌  [요거트드레싱] 요거트 5 T | 꿀 2 T | 레몬즙 1.5 T | 소금 1/3 t ,1인분,초급,,20240102001315,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/88fea2d65b784bb782ab38fbaf4dc8051.jpg
7016873,녹두 빈대떡 만들기 고소한 녹두전 레시피,녹두빈대떡,ranch6356,반이짝이,19732,0,15,부침,술안주,곡류,메인반찬,집안 가득 기름냄새 풍기는 날 소분해두었던 녹두를 꺼내어 갖은 속재료를 다져 넣고 바삭바삭 전을 구웠어요. 간 돼지고기  김치  숙주나물  고사리 등 여러 가지 재료를 넣고 구워내면 맛도 좋고 식감도 좋아요~,[재료] 녹두 200 g | 물 200 g | 돼지고기 다짐육 160 g | 배추김치 1 컵 | 숙주 2 줌 | 고사리 데친거 1 줌 | 대파 1/2 대 | 찹쌀가루 40 ml | 소금   | 식용유   | 들기름  약간  [고기밑간] 소금 2 꼬집 | 다진 마늘 1 t | 생강가루 1/3 t | 후추  약간 ,2인분,초급,2시간이상,20240102004534,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/f4f109db336291d35d104b7160d6f7d11.jpg
7016874,감자 뇨끼 만들기,감자뇨끼,cheonsa12,요리재능발견,2117,0,6,볶음,일상,채소류,면/만두,뇨끼 레시피로 반죽과 크림소스 만들었어요 이웃님들 만든 비주얼들이 하도 예뻐서 전부터 만들어 보고 싶었는데 이제야 만들어서 먹어봅니다 손이 많이 가고 시간과 정성이 필요하지만 생각보다 어렵지 않아요 오늘 저와 만들어보실래요,[재료] 감자 400 g | 전분 30 g | 계란 노른자 1 개 | 파마산 치즈 5 g | 소금 1 꼬집 | 후춧가루  톡톡  [크림수프 양념] 양파 1/2 개 | 마늘 3 쪽 | 양송이 버섯 5 개 | 버터 10 g | 생크림 200 g | 치킨스톡 1/2 스푼 ,2인분,초급,60분이내,20240102010549,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/01/b9040e2cb670a3542c26cd08cecfe5e81.jpg
7016875,소세지야채볶음 만드는법 비엔나소시지볶음,소세지야채볶음,77721145,써지니,2200,0,19,볶음,일상,기타,밑반찬,저녁 밑반찬으로 자극적이지 않고 짝꿍이 좋아하는 소세지와 야채를 넣고 간단하게 만든 쏘야볶음 비엔나소시지볶음을 만들었어요.(큰술: 밥 숟가락 기준),[재료] 비엔나 소세지 200 g | 홍 파프리카 40 g | 노란 파프리카 38 g | 양파 55 g | 케첩 2 큰술 | 굴소스 0.7 큰술 | 올리브오일 2 큰술 | 통깨  솔솔  [소세지 데치기] 물 600 ml ,2인분,아무나,10분이내,20240102044123,https://recipe1.ezmember.co.kr/cache/recipe/2023/12/26/367b24cad21c0858b0797baf5b511f1e1.jpg
7016876,김치 콩나물국 끓이는법 콩나물 김치국 ,김치콩나물국,77721145,써지니,1825,0,18,끓이기,일상,채소류,국/탕,콩나물 한 봉지면 국과 무침을 만들수 있어 자주 콩나물 요리를 만들어 먹고 있어요.(큰술: 밥 숟가락 기준),[재료] 콩나물 200 g | 신김치 79 g | 홍고추 1 개 (17g)| 양파   | 대파   | 참치액 1 큰술 | 까나리액젓 1 큰술 | 쌀뜨물 1.3 큰술 (또는 물)| 고추장 1.1~1.2 L ,3인분,아무나,,20240102044138,https://recipe1.ezmember.co.kr/cache/recipe/2023/12/29/2509e5745b048952f08720edeb1a826b1.jpg
7016877,느타리버섯전 만드는법 버섯전 레시피 ,느타리버섯전,77721145,써지니,745,0,14,부침,일상,채소류,밑반찬,냉장고에 있는 느타리버섯이 점점 죽어가는 가는 모습을 보고 하루 빨리 먹어야겠다는 생각에 밑반찬으로 버섯전 느타리버섯전을 만들었어요.(큰술: 밥 숟가락 기준),[재료] 느타리버섯 1팩 107 g | 당근 32 g | 양파 30 g | 계란 2 개 | 부침가루 2~2.5 큰술 | 소금 3~4 꼬집 | 식용유  적당히 ,2인분,아무나,,20240102052635,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/f2b9065c80c9aedcc44b9d750b4008941.jpg
7016879,새해맞이 파티음식 토핑계란 만들기 핑거푸드 레시피,토핑계란,17672780,라피네,286,0,0,기타,초스피드,달걀/유제품,샐러드,새해를 맞이해 많은 가족 친구들이 신년회를 하게 됩니다 .이때 간단한 파티메뉴로 좋은 핑거푸드 토핑계란 레시피를 소개해드릴께요~ ,[재료] 계란 3 개 | 양파 1/4 개 | 피클 80 g | 마요네즈 2 T ,1인분,초급,15분이내,20240102085423,https://recipe1.ezmember.co.kr/cache/recipe/2023/12/31/e5ca34933574cf51ee42d67fbf1b6eef1.jpg
7016880,전자렌지로 간편하게 봉지라면 끓이기,봉지라면,17672780,라피네,5660,0,4,끓이기,일상,가공식품류,면/만두,냄비에 물받아 라면끓이기조차 귀찮다면 전자렌지로 끓여보세요. 면발이 꼬들꼬들 생각보다 훨씬 더 맛이 좋고 편합니다.,[재료] 봉지라면 1 봉 | 물 400 ml | 계란 1 개 ,1인분,초급,5분이내,20240102090441,https://recipe1.ezmember.co.kr/cache/recipe/2023/12/31/e5edef289f3f0b4ebe37d5c2a8c2cedd1.jpg
7016881,무생채 고춧가루 대신 무조건 이것을 넣고 무쳐보세요 ‼️,무생채,80802273,아임레시피,169,0,4,무침,일상,채소류,밑반찬,고춧가루 대신 참치를 넣어 무쳐보세요~! 색다르면서 맛있게 드실 수 있는 반찬이 완성됩니다 ^^,[재료] 무 200 g | 당근 1/3 개 | 오이 1/2 개 | 소금 1 작은술 | 참치 100 g  [양념 재료] 설탕 2 작은술 | 식초 2 작은술 | 마요네즈 2.5 큰술 | 깨 1 큰술 ,2인분,아무나,15분이내,20240102091938,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/3033ef983308696593f489a8c19341281.jpg
7016882,칼국수집 겉절이 배추겉절이 맛있게 만드는 법,배추겉절이,73521755,깨주부,3428,0,33,무침,일상,채소류,밑반찬,달달하면서도 진한 양념의 칼국수집에서 먹던 겉절이가 한 번씩 생각나는데요. 또 먹고 싶어서 마트에서 알배추 사 와서 겉절이 만들어 봤어요.,[재료] 배추 1 통 | 쪽파 10 줄기 | 굵은소금 4 스푼  [양념] 고춧가루 1 컵 | 다진 마늘 2 스푼 | 다진 양파 2 스푼 | 액젓 5 스푼 | 새우젓 1 스푼 | 설탕 5 스푼 ,5인분,초급,60분이내,20240102092604,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/a7b99ad5f6f148291dfd9403e8cb29771.jpg
7016883,두리문 아삭아삭 맛있는 볶음요리 콩나물 볶음 두리문 콩나물요리~~,콩나물볶음,53470616,두리문,468,0,6,볶음,일상,채소류,메인반찬,콩나물을 맛있게 먹을 수 있는 볶음요리,[재료] 콩나물 400 g | 사각어묵 3 개 | 다진 마늘 1 숟갈 | 청양고추 1 개 | 애호박 1/2 개 | 파프리카 1 개 | 진간장 2 숟갈 | 까나리액젓 1 숟갈 | 식용유  조금 | 참기름 1 숟갈 | 통깨  조금 ,4인분,아무나,30분이내,20240102101645,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/e9c1beb129ab545b593b06c41686bc291.jpg
7016885,매콤 달달한 오징어 볶음 만들기,오징어볶음,scalp119,츄츄맘,969,0,18,볶음,일상,해물류,메인반찬,매콤 달달한 오징어 볶음 만들기,[재료] 오징어 1  | 양파 1/2  | 당근  약간 | 청양고추 1   [양념 ] 고추장 1 큰술 | 고추가루 3 큰술 | 진간장 3 큰술 | 올리고당 1 큰술 | 굴소스 1 큰술 | 다진마늘 2 큰술 | 깨소금   ,,초급,30분이내,20240102104739,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/4732dd0879ace0784cf212d6d2324ff71.jpg
7016886,냉동실 떡으로 코인육수 넣어 국물떡볶이 만들기,국물떡볶이,73134584,굼빛라이프,997,0,8,끓이기,간식,기타,기타,코인육수로 떡볶이 육수를 내서 국물떡볶이를 만들어보세요. 감칠맛이 확 살아나 이제 더이상 동네 떡볶이집 안가도 됩니다.,[재료] 가래떡 1-2 줄 | 절편 7 개 | 도톰 어묵 2 장 | 대파 1 줌 | 후추  톡톡  [양념] 코인육수 1 알 | 생수 400 ml | 간장 3 T | 설탕 1 T | 올리고당 1 T | 고추장 1.5 T ,3인분,초급,,20240102104805,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/02389328c2c467bf0912cb16faf2709e1.jpg
7016887,어묵구이 어묵칩 사각어묵 맥주안주 에어프라이어 하나만 있으면 오케이!,어묵구이,73134584,굼빛라이프,278,0,6,굽기,술안주,가공식품류,기타,밤 늦은 시각 야식 생각날때 간단히 만들어 드세요! 맥주 안주로도 아주 좋습니다.,[재료] 사각어묵 2-3 장 | 마요네즈 1 T | 생와사비  약간 ,3인분,아무나,10분이내,20240102105426,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/bc6c4a476aaba268ee407da3e7d6dc411.jpg
7016888,맛있는 소고기 미역국 끓이는 방법 쇠고기미역국 레시피 ,소고기미역국,63887139,효땡,754,0,3,끓이기,일상,기타,국/탕,생일에 빠지면 안되는 소고기 미역국 맛있게 끓이는법 소개해 드려요~,[재료] 자른미역 1/2 줌 | 소고기 국거리용 100 g | 들기름  넉넉히 | 물 800 ml | 국간장 1.5 스푼 | 참치액 1 스푼 | 소금 1/3 스푼 | 들깨가루 2 스푼 ,3인분,초급,30분이내,20240102105644,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/be631a990ba5947571f6404c89013fac1.jpg
7016889,오징어볶음 양념 깊은 풍미를 위해 버터 넣어 요리해보세요!,오징어볶음,73134584,굼빛라이프,334,0,4,볶음,일상,해물류,메인반찬,매콤 달달 오징어볶음 양념하실 때 버터 한조각 넣어 요리해보세요. 버터 한조각으로 음식의 풍미가 달라집니다^^,[재료] 오징어 1-2 마리 | 양배추 2 줌 | 무가염 버터 20 g | 통깨  톡톡  [양념] 고춧가루 1 T | 설탕 1 T | 맛술 1 T | 간장 3 T | 다진마늘 1 T | 고추장 1 T ,3인분,초급,,20240102110120,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/ad0ea344759025fdd4cf432a981ed1931.jpg
7016890,초간단 버터구이 오징어 만들기 / 반건조오징어,버터구이오징어,73134584,굼빛라이프,1684,0,9,굽기,술안주,해물류,기타,아빠 술안주 또는 아이 간식으로 넘나 좋은 오징어 버터구이^^ 영화볼 때 오징어 다리 씹는 재미 다들 아시죠? 버터구이 오징어는 버터의 고소한 향과 설탕 코팅을 입힌 오징어의 달달 짬쪼름함이 후각과 미각을 자극 한답니다.,[재료] 반건조오징어 1-2 마리 | 버터 20 g | 설탕 1 t | 올리고당 1/2 t ,2인분,아무나,15분이내,20240102110809,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/80c743d384728e2d676ddae28c4317711.jpg
7016891,새해에 먹는 건강 배추전,배추전,32865661,우수푸드,315,0,15,부침,술안주,채소류,디저트,마른새우를 갈아서 넣은 배추전은 고소하고 맛있어요~ 건새우가 없다면 배추만해서 드셔보세요~ 막걸리안주나 가족 간식으로 좋죠~,[재료] 배추 6 장 | 부침가루 3.5 컵 | 소금  적당량 | 식용유  적당량 | 건새우 1 컵 ,3인분,초급,60분이내,20240102120947,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/3d99a5858b07de9ef91f479512a96f6c1.jpg
7016892,신김치전 밀가루반죽 묵은지효능 백종원 부침개,신김치전,32061214,햇살머금은집,354,0,2,부침,일상,채소류,퓨전,바삭하고 맛있는 김치전 부쳐 볼께요.,[재료] 김치 1/2 포기 | 부침가루 1 컵 | 밀가루 1 컵 | 물 1 컵 | 소금 1 꼬집 | 설탕 1 t | 양파 1/2 개 ,3인분,아무나,10분이내,20240102121658,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/674dc413d8fc6a6c37e33024152e850f1.jpg
7016893,백종원 파계란국 초간단 파달걀탕 아침식사대용 국물요리,파계란국,32061214,햇살머금은집,1023,0,20,끓이기,일상,달걀/유제품,국/탕,고소하고 초간단 계란국 끓이기 해 볼께요.,[재료] 계란 3 개 | 육수 700 ml | 국간장 1.5 큰술 | 양파 1/4 개 | 파 1 움큼 | 후추  약간 | 소금  약간 | 간마늘 1 t ,4인분,아무나,10분이내,20240102122215,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/87fe8ff887a63a53249a87b92c054eb21.jpg
7016894,새해 맞이 떡국 맛있게 끓이는법 계란 만두국 레시피 백종원 떡만두국,떡만두국,aeaelove,춤추는루나,6973,0,9,끓이기,명절,기타,밥/죽/떡,24년 갑진년에는 원하시는 모든 일들이 이루어지길 기원합니다. 오늘은 떡국에 만두 넣어주고 계란물을 풀어 만든 계란 만두국 레시피 백종원 떡만두국 떡국 맛있게 끓이는 법 소개할게요.,[재료] 만두 8 개 | 대파 1/2 대 | 떡국 떡 300 g | 계란 2 개  [떡만두국 양념] 국간장 2 T | 참치액 1 T | 다진 마늘 1 T | 소금  약간 | 후추  약간  [계란 물 양념] 소금 1 꼬집 | 후추  약간 ,3인분,초급,60분이내,20240102124441,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/7486b5350908d2524028de0c3ba688101.jpg
7016895,남은 수육 요리 수육 데우기 묵은지 김밥 삼겹살김밥 레시피 ,삼겹살김밥,aeaelove,춤추는루나,1931,0,4,기타,도시락,돼지고기,밥/죽/떡,남은 수육 요리 삼겹살김밥 레시피 김장김치가 맛있게 익어서 묵은지 김밥을 만들면 맛있겠다 싶어서 만들어본 묵은지 김밥 삼겹살김밥 은근 중독성 있는 김밥이에요. 자꾸자꾸 손이 가는 맛 묵은지 김밥 만들어 보아요. ^^,[재료] 밥 1 공기 | 김 3 장 | 묵은지 3~6 잎 | 삼겹살 100 g | 양파 1/2 개 | 당근 1/4 개 | 식용유  약간 | 소금  약간  [김밥 양념] 소금  약간 | 깨소금  약간 | 참기름 1 T  [쌈장양념] 된장 0.5 T | 매실청 0.5 T | 참기름 0.5 T ,2인분,초급,30분이내,20240102125308,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/2f4be22963720db2f8d4f1a08d3c674a1.jpg
7016896,백종원 무생채 레시피 매일반찬,무생채,17672780,라피네,1637,0,12,무침,일상,채소류,밑반찬,맛있는 겨울무로 백종원님 레시피대로 무생채무침을 했어요.,[재료] 무 작은사이즈 1/2 개 | 고추가루 2 T | 설탕 2 T | 참치액 1 T | 멸치액젓 1 T | 식초 4 T | 통깨   ,4인분,초급,10분이내,20240102130503,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/680e624805d6ffe523120c2137ff2da31.jpg
7016897,사골국 떡만두국 끓이는 법 떡 만두국 간단하게 끓이는 법,떡만두국,kuioklove,맘푸드,524,0,1,끓이기,초스피드,쌀,국/탕,손님께서 주신 만두로 간단하게 사골국 구입해서 초간단으로 끓였어요,[재료] 떡국 3 공기 | 김치만두 6 개 | 고기만두 6 개 | 대파 1 대 | 시판 육수 3 봉지  [양념] 후추  톡톡 ,4인분,아무나,30분이내,20240102132031,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/3ef2e56ccf520ec1f2fe2d170ef350f71.jpg
7016898,한끼든든한 매콤스팸마요덮밥 만들기,매콤스팸마요덮밥,qkrfp458,레몬콩,1148,0,15,볶음,일상,가공식품류,밥/죽/떡,한끼 먹을때 간단한 재료로 맛있고 든든하게 먹는게 정말 좋잖아요. 오늘은 그래서 집에 있을법한 재료로 간단하고 맛있는 매콤스팸마요덮밥 만들기입니다. 느끼한거 안좋아하시는 분들은 특히 좋아하실 것 같아요.,[재료] 달걀 2 개 | 스팸 1/2 통 | 밥 1 그릇 | 양파 1/3 개 | 대파흰부분 1/2 개 | 청양고추 1/2 개 | 다진마늘 1/2 숟갈 | 마요네즈 1.5 숟갈 | 김가루 1 젓가락 | 참기름 1 티스푼 | 맛소금 1 꼬집 | 식용유 2 숟갈  [매콤양념] 매운고추장 1 숟갈 | 케첩 2 큰숟갈 | 진간장 1 숟갈 ,1인분,아무나,30분이내,20240102132542,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/8c3d9fe88b108c42e62ebeff25d8333a1.jpg
7016900,고등어조림 만드는법 진짜 맛있는 고등어두부조림,고등어두부조림,mkts5867,빵식이,4551,0,10,조림,일상,해물류,메인반찬,오늘은 고등어  무  두부를 이용한 조림요리를 만들었어요 고등어 조림에는 보통 감자와 무 둘중 하나로 나뉘는데요  저는 감자보다는 무를 선호하는 편이랍니다. 제철 무의 시원한 맛과 살캉말캉한 부드럽고 맛있는 식감도 함께 즐길 수 있어서 좋더라구요 양념장이 참 맛있어서 오늘 저녁으로 만들어 드신다면 맛있게 드실 수 있을거에요,[재료] 손질고등어 2 마리 | 무 500 g | 양파 1 개 | 두부 1/2 모  [양념] 고춧가루 4 T | 다진마늘 1 T | 올리고당 2 T | 간장 3~4 T | 참치액젓 1 T | 맛술 2 T | 된장 1/2  | 물 500 ml ,3인분,중급,30분이내,20240102133016,https://recipe1.ezmember.co.kr/cache/recipe/2024/01/02/d7054088a5d4aeaa80e8c08e416b87e41.jpg
